rain_1h,rain_24h,rain_72h,api_14d,soil_moisture,slope,soil_depth,rock_strength,ndvi,drainage,seismic_zone,road_cut,pore_pressure,ground_tilt,displacement_rate,risk
22.0199,57.2869,97.6807,175.7763,25.2959,41.5748,3.4283,2.731,0.5472,3.3741,5,0.5796,33.58,1.2448,3.0149,2
5.1049,12.8321,21.6882,35.6201,13.8753,32.5244,3.3731,5.0844,0.6324,1.8744,5,0.8486,19.3149,0.1791,0.7543,0
21.8438,50.0907,104.0074,166.8706,28.1303,33.4484,3.4815,3.6928,0.3697,1.7154,5,0.7813,21.1275,0.4209,1.9993,2
1.6594,8.898,18.398,29.7943,19.1991,37.0741,2.6876,5.2168,0.6531,1.7408,4,0.627,9.5933,0.392,0.2091,0
23.4345,105.4114,129.2962,128.3561,37.3329,27.6988,2.035,3.7597,0.6136,2.678,4,0.6313,30.5365,0.0069,0.9564,2
3.6971,16.5445,43.9977,86.3742,21.3155,27.3503,3.9123,4.542,0.9134,2.193,5,0.5549,22.2228,0.3762,2.0846,0
12.0106,29.9175,35.5823,25.8782,17.3668,36.7954,4.7771,3.9646,0.3344,2.8409,5,0.6263,26.7591,0.3047,1.6314,0
11.2971,64.7018,175.3602,159.3985,29.6921,32.7657,3.9438,4.5555,0.5372,3.1835,4,0.623,27.8661,0.118,0.7237,1
13.0495,90.0709,118.4945,133.5271,28.3065,29.7415,3.6288,5.0294,0.6594,2.2122,5,0.6865,26.2022,0.2346,0.107,1
1.4607,23.2869,52.2787,106.4652,27.3736,32.3377,2.3123,4.3191,0.7145,2.9182,5,0.8538,26.7737,0.9988,0.1853,0
1.3634,9.8274,27.2612,18.5596,13.2007,45.7565,4.1895,4.961,0.5839,2.6533,5,0.775,11.4898,0.4365,0.5409,0
1.6942,5.7843,7.7042,7.7261,19.9234,29.4559,3.8333,2.6014,0.7644,1.3933,5,0.6815,18.2438,0.0185,0.1608,0
95.1591,258.1955,457.0522,923.7887,76.2899,29.2238,4.0841,4.7156,0.6084,2.0228,5,0.5993,65.9236,0.9979,1.732,3
10.9609,26.2865,57.2304,36.3756,19.7883,19.3404,4.3305,4.323,0.6176,2.9136,5,0.8391,20.9038,0.1226,0.0901,0
5.6253,28.3012,53.1663,41.0153,17.1853,32.6612,4.8274,4.0379,0.3748,2.9636,5,0.8931,16.6363,0.2025,2.2686,1
33.1113,89.9256,93.5,163.0979,38.9535,38.2551,2.3968,1.9089,0.676,1.7596,4,0.7049,35.3423,0.8179,2.3213,2
4.4618,39.0379,87.4475,73.5313,22.4514,39.6896,2.2399,2.6314,0.7972,2.5206,4,0.7835,11.7465,0.3445,0.9576,0
6.946,40.5364,67.6986,59.5887,25.4173,33.8657,3.5333,4.5274,0.4712,1.3094,5,0.2711,20.0572,0.9127,0.2172,1
10.7523,47.1593,53.5164,48.1185,23.278,40.6467,2.5697,4.6535,0.5426,2.5857,5,0.5807,18.0622,0.268,1.5852,0
13.7262,36.1805,83.6397,103.5371,23.8868,38.8498,2.4139,4.7094,0.4158,2.9602,5,0.4436,28.7606,0.2216,1.7098,0
5.7035,60.5977,164.0476,164.4224,37.5952,41.9036,4.4981,4.2928,0.6604,1.6559,4,0.7288,33.0342,0.232,1.5684,2
27.4915,84.2607,171.5404,263.1219,30.485,40.8744,2.4918,3.1014,0.5788,1.9931,4,0.4872,32.5634,1.0396,1.3491,2
7.0841,59.2664,101.672,202.1172,37.1072,45.5598,3.39,3.272,0.7054,1.7921,5,1.0,28.7932,1.0524,2.008,2
7.0924,51.2979,120.0289,184.5576,23.2205,31.6425,1.9317,2.1909,0.59,2.7074,5,0.8363,30.4368,0.8757,1.5057,2
3.2404,44.6678,67.0689,133.3519,23.2256,22.3835,3.4567,4.4246,0.5874,3.0618,5,0.7558,31.4574,0.6915,1.2323,0
6.5239,18.0639,21.2412,28.3249,18.4883,38.3097,4.4645,6.2057,0.592,3.5947,5,0.6058,19.9854,0.1562,0.7172,0
3.2441,29.8894,74.726,106.463,25.9806,39.2444,4.4918,4.2081,0.622,1.6906,5,0.6203,28.093,0.2514,0.5292,1
11.5218,30.3,44.5542,51.9525,26.3849,45.56,4.3405,3.5398,0.603,2.5756,5,0.746,29.7816,0.6368,1.8911,1
1.8631,11.7764,27.593,33.1285,16.2171,43.2503,3.3295,4.3256,0.6553,3.2,4,1.0,23.5564,0.6829,1.2315,0
9.1725,78.9735,233.5941,479.919,50.9821,48.5638,4.4004,4.1643,0.7856,2.7759,4,0.838,48.8401,0.8578,2.16,3
4.6421,19.4898,33.8862,23.2912,25.963,37.9588,3.7871,2.5637,0.7267,1.7728,4,0.7976,28.8028,0.4052,0.9803,0
1.7374,12.5933,31.296,29.1979,21.8253,34.8305,3.0049,4.5542,0.8283,2.4893,5,0.6519,15.4199,0.9974,0.253,0
2.9275,41.8336,58.6134,95.6559,29.0632,21.9201,3.7435,4.1914,0.448,3.2056,5,0.3439,20.9995,0.2246,0.3247,0
8.9766,30.053,35.4404,35.9717,20.9101,35.4648,4.1971,4.1294,0.5017,2.6105,5,0.62,27.2173,1.0375,1.2042,0
6.6333,31.8862,47.271,57.2441,20.3399,28.58,2.2051,6.2883,0.7442,3.0074,5,0.6125,9.6028,0.0879,1.2128,0
7.0748,42.0639,57.3744,78.7446,14.5131,34.6921,2.4456,4.1987,0.4685,3.1659,5,0.6601,27.7659,0.5275,2.1706,0
4.5202,72.3586,142.6153,140.8041,29.8529,33.4361,3.2707,6.1226,0.8106,1.7567,5,0.6855,34.0217,0.5931,1.2325,1
7.8617,56.1693,106.632,117.5563,30.5752,36.7739,2.3004,3.4729,0.5337,2.1062,4,0.7227,27.4391,0.4058,0.9331,1
3.773,66.14,114.9807,96.3159,32.3629,32.2214,2.2876,2.7899,0.5812,2.1752,5,0.5553,23.7266,0.6171,0.7883,2
34.9093,126.1978,284.7319,548.1259,53.5519,40.4802,3.0215,3.4902,0.5517,2.5353,5,0.8617,47.0792,0.8791,2.9445,3
0.8231,14.0232,30.676,29.6746,17.2222,11.2148,4.2928,5.4733,0.6016,2.5537,4,0.9856,20.73,0.3529,1.843,0
0.9425,7.8091,20.8707,27.9936,18.2491,34.5199,4.2758,3.5414,0.8155,3.1359,5,0.6386,21.1504,1.7558,5.4177,0
4.156,48.5907,52.8463,48.6845,18.4356,42.6199,3.689,2.8739,0.7714,2.1367,4,0.7217,16.2737,0.3116,1.2384,1
10.2377,54.6306,120.1088,79.8241,21.7387,47.9604,3.5623,4.6403,0.8545,3.4882,4,0.5035,23.1885,0.6113,0.4671,0
18.7618,42.8684,124.0611,108.6401,22.4642,38.8557,5.2787,3.9165,0.8966,3.4508,5,0.4865,28.8719,0.1494,0.1569,1
4.6748,12.784,14.7179,19.0108,22.7531,46.4791,2.9146,4.8745,0.5404,3.1373,5,0.9262,18.134,0.3299,1.97,0
25.0124,64.2837,67.0714,130.9306,26.4513,34.3515,3.617,3.6284,0.4685,3.6235,5,0.8547,22.541,0.975,3.7287,2
0.0264,0.4058,1.154,1.1636,20.2041,33.0229,2.8699,3.3767,0.6213,2.4909,5,0.7039,21.0208,0.6527,0.8623,0
15.8919,90.0611,168.159,249.7892,37.6444,37.2353,2.2413,5.9594,0.6424,1.7077,5,0.7693,30.1053,0.2138,0.6653,2
8.2268,31.1308,46.1857,85.2436,27.5215,32.9744,4.4664,3.4673,0.4085,1.8277,5,0.7839,16.2016,0.8104,2.5066,1
8.7133,19.7834,47.6312,104.7006,26.6785,26.7411,3.1253,3.4645,0.7032,2.7156,5,0.4981,14.6701,0.1726,0.666,0
1.9541,23.2209,31.6086,37.3207,25.1525,28.8781,4.0253,4.7617,0.4647,2.3679,4,0.4449,29.6382,0.1576,0.6888,1
8.4504,37.2946,38.5547,56.0311,19.848,24.1028,3.1785,1.5134,0.5468,2.1616,5,0.4015,18.1953,0.2114,2.8025,0
6.6852,20.4188,22.9072,36.6831,22.5043,37.227,4.522,5.0328,0.6967,3.0856,5,0.7455,29.8031,0.0722,0.0495,0
4.7224,24.1,53.3783,98.4923,24.7312,33.0911,2.5025,6.0885,0.6617,2.5196,5,0.9152,14.1544,0.0926,0.8091,0
6.4932,66.8432,122.3012,185.6979,38.2296,30.1177,4.4475,5.1652,0.6098,1.8078,5,0.7952,43.1977,0.5774,1.192,0
2.4466,25.0178,36.3257,58.1322,17.6333,28.4665,4.2048,3.2589,0.6315,1.8877,5,0.5737,27.5554,0.203,1.0114,0
3.7379,74.4201,86.9509,150.212,33.6272,37.0405,1.7848,3.5767,0.6853,3.1997,4,0.3382,29.14,0.3282,0.1586,0
5.351,41.4737,62.0418,51.8604,27.9477,39.2436,2.9348,4.3643,0.5217,1.7365,5,0.8593,22.0709,0.5614,1.057,0
0.2417,2.8445,3.1618,6.3328,14.1928,23.9559,4.3187,4.6652,0.6427,1.805,5,0.7102,6.8598,1.2464,0.8394,0
5.1909,11.9444,31.6457,58.5566,16.5293,22.6985,4.8736,5.914,0.5995,3.2941,5,0.6834,17.5593,1.0156,1.0288,0
4.9932,85.088,103.7249,218.8632,30.4251,40.6361,4.0439,5.8689,0.618,3.054,5,0.7416,32.7881,0.3215,0.6057,1
22.9537,84.1154,195.8904,272.7016,35.5142,21.9989,3.0431,4.0848,0.7505,3.4806,5,0.5712,45.41,0.308,1.2962,2
22.7527,61.0573,105.1472,134.638,21.4783,37.3799,2.5285,3.7687,0.6374,3.0979,4,0.6168,22.1576,1.2911,0.0234,0
0.3447,5.8176,9.6726,7.1404,22.8732,45.9353,3.91,3.5184,0.7851,2.9619,5,0.6147,16.4199,0.4512,1.4569,0
8.2225,24.4199,68.3846,107.3267,22.9458,45.9539,3.0166,4.9445,0.5357,2.7506,5,0.7923,23.6763,0.5623,1.5779,1
2.5567,40.7461,71.7132,120.2542,19.6748,38.903,3.0548,5.3799,0.588,2.7597,5,0.5657,13.6689,0.5569,0.5279,0
3.7801,8.5667,18.9876,13.2484,24.3568,38.6705,3.1983,4.3683,0.4022,3.2502,5,0.6208,18.028,0.2618,1.1312,0
20.0679,61.9607,118.4321,133.6181,28.7849,51.0153,4.1936,4.2988,0.4749,2.0792,5,0.5829,22.5558,0.4348,1.2902,2
0.3525,1.7698,2.7845,2.2909,17.1677,14.3248,5.0258,6.4131,0.5514,2.4392,4,0.5653,10.3274,0.3749,0.34,0
4.4395,60.2485,132.8641,174.9324,38.5043,29.2853,4.3242,4.98,0.6616,1.9537,5,0.6309,40.7205,0.3512,0.0788,1
2.3452,6.6075,12.9376,23.222,22.0335,39.7879,3.4086,2.2471,0.535,2.7317,5,0.7031,26.653,0.9367,2.8586,1
3.6137,18.5031,22.3066,15.2556,28.5609,30.3017,2.5907,4.2657,0.4583,3.0105,4,0.7992,17.1938,0.6481,0.9812,0
2.2617,26.7915,57.384,99.7291,22.5634,42.9182,4.0008,4.5015,0.6448,2.8895,5,0.8813,24.9752,0.2764,0.8791,1
25.8952,61.5462,166.388,220.4105,33.8657,32.6852,4.8989,4.0306,0.3834,1.9977,5,1.0,35.4978,1.2427,1.8091,2
0.7105,5.2576,14.6368,13.5515,15.2577,34.054,4.3032,5.5618,0.3882,3.2746,5,0.8778,12.9434,0.1276,0.2566,0
2.112,9.9377,16.4262,29.1859,16.5888,30.8026,3.587,3.9702,0.4935,2.2237,5,0.834,17.8193,0.3753,0.0662,0
14.5979,34.5782,50.2393,90.176,22.3751,28.8199,2.9599,3.3153,0.6514,2.4415,4,0.6636,23.06,0.0759,0.7034,1
11.7273,50.9848,78.6497,77.9931,31.4087,28.6231,3.7107,3.5898,0.4867,3.1847,5,0.8778,26.645,1.3487,1.3663,1
6.1546,14.8227,16.1043,21.0377,27.4714,35.1693,4.4391,4.9745,0.6126,2.6382,5,0.9943,26.8649,0.4477,0.6776,0
4.3548,9.7868,24.7094,53.7497,18.4982,26.8035,3.6091,2.9451,0.6975,2.4639,5,0.7622,26.4686,0.0551,0.2315,0
11.5491,34.7968,80.0611,94.032,19.4516,40.6256,3.3069,3.807,0.6613,4.1096,4,0.7077,16.8205,0.1132,0.0525,0
20.3319,67.0949,93.4895,68.52,32.8721,38.2258,2.7815,5.1472,0.8247,2.7938,5,0.8016,18.0747,0.0328,1.1921,0
27.6001,127.7935,315.3234,193.3414,37.8143,41.7953,5.7305,2.9396,0.6213,2.623,5,1.0,53.2544,1.4353,5.2156,3
7.3818,44.1788,120.5737,98.8043,25.9746,23.9686,2.5982,3.2627,0.7852,2.4503,4,0.5779,18.8297,0.2961,0.3521,0
10.2038,39.2387,75.2571,63.7605,25.9592,19.4042,2.515,2.6049,0.6812,2.3719,5,0.9608,8.3081,0.5039,0.9503,0
6.4076,24.7793,48.3469,46.6773,25.2687,32.9665,3.5477,3.4044,0.549,2.6391,4,0.8318,23.0531,0.2199,0.1953,0
10.3355,74.3341,86.1813,114.9276,33.8931,56.1904,3.2183,3.7775,0.4751,2.1363,4,0.5966,29.7913,1.4571,3.9687,2
9.8696,37.9696,38.585,50.6445,23.2221,43.1297,4.321,4.0627,0.6211,2.1123,5,0.6567,10.5622,0.4208,0.0885,0
3.8865,25.0639,43.7916,74.5239,17.2053,28.5644,4.3514,3.3833,0.4312,2.3589,4,0.763,19.4418,0.4606,0.3953,0
1.4719,20.4747,40.4229,61.1418,21.8625,36.3961,2.3071,3.9178,0.5719,3.0197,5,0.58,20.2718,0.0395,0.2241,0
1.5314,14.0364,26.2518,19.7214,15.4243,38.8207,2.72,5.2797,0.581,3.2115,4,0.943,8.3827,0.1966,0.6387,0
15.692,49.8248,120.1174,103.0594,25.7042,22.0529,2.6121,4.6339,0.7534,1.5386,5,0.8394,25.8981,1.0599,0.2001,0
2.1415,5.916,17.5566,38.3362,15.9614,43.957,4.1061,6.4344,0.5077,2.7757,5,0.4559,14.7826,0.1021,0.2745,0
0.8437,3.1876,6.8982,13.8327,16.9936,31.6606,3.7855,3.627,0.6575,2.4978,4,0.8284,18.7321,1.201,0.8614,0
23.4867,73.7382,117.8487,208.8136,22.7578,32.2746,3.0657,3.8508,0.4737,4.1318,5,0.7312,31.9397,0.8482,1.2405,1
4.7381,15.4648,26.2198,23.3279,17.7554,33.1903,3.5948,4.4542,0.7127,2.4517,5,0.772,18.1853,0.1021,0.7586,0
13.1745,32.0713,36.3779,37.4454,26.3106,42.1563,2.3864,3.7855,0.7969,1.9189,4,0.8319,10.2355,0.4097,1.1952,0
19.8446,51.3462,119.2674,105.2947,32.3451,26.9585,2.7317,4.2734,0.4921,3.063,5,0.7423,24.9904,0.0115,0.4381,1
9.6814,79.3388,200.0693,392.7468,40.5928,19.3442,2.23,2.3823,0.6187,3.0434,5,0.7819,25.467,0.4392,1.3334,2
3.928,21.396,58.5808,70.5326,36.0804,35.5836,3.5309,3.9293,0.9367,2.466,4,0.5914,33.0098,0.239,0.2937,0
52.2772,193.7041,431.9774,675.1975,59.7187,16.6507,3.5275,5.1777,0.504,2.8691,5,0.9741,55.7356,0.1867,1.9119,3
2.7221,25.9709,75.3371,104.6454,22.1765,30.5912,2.5141,6.2037,0.411,3.2794,5,0.8164,14.2665,0.3962,1.5284,0
7.9079,65.2829,183.8582,260.8799,32.5493,42.495,3.7791,5.7488,0.6294,3.3769,4,0.5017,29.5144,0.0204,1.5745,2
3.3123,43.6249,48.1027,45.2161,18.7133,37.6328,4.3514,4.4259,0.4615,2.9329,4,0.8225,16.5469,0.4411,0.8314,0
2.5648,46.1454,88.2039,140.5696,32.8288,41.3388,2.4726,4.7812,0.6485,2.2129,5,0.3891,18.194,0.2903,0.7703,1
20.1318,139.8153,259.3282,545.7579,52.2689,37.9628,3.1063,4.6305,0.7132,1.8299,5,0.4257,38.7249,0.3932,1.8047,3
3.7363,60.0776,80.9198,52.8629,23.1863,52.2827,3.8623,3.7457,0.4669,2.2073,5,0.9766,23.1507,0.943,4.0075,2
5.3428,25.3907,50.1556,41.5223,22.0396,28.2941,3.3943,3.3408,0.4087,3.1853,5,0.9653,22.5968,1.2878,2.5229,1
31.2932,80.4628,81.3204,134.5106,27.0994,36.1851,2.1652,4.5483,0.7333,2.9338,5,0.6701,10.548,0.4148,0.0964,0
0.7541,4.7669,7.3565,15.0558,21.727,29.495,3.0033,4.1899,0.8254,1.5068,4,0.7928,14.5834,0.9704,1.2401,0
3.2055,26.3359,33.9171,25.1009,19.8361,40.6544,2.9734,5.1393,0.5604,1.4228,5,0.7675,9.6598,0.0199,0.659,0
0.3617,2.7774,4.815,4.1057,29.1556,32.5074,3.2466,1.9194,0.7799,1.0545,5,0.6743,21.3646,0.2072,1.6795,0
36.2242,80.8217,139.608,195.1313,41.1028,46.7508,3.2849,4.1265,0.8296,2.8787,5,0.5501,30.8152,0.6266,1.5231,2
2.2483,24.3413,71.9511,57.3408,15.0809,28.7535,4.8094,5.5092,0.6927,2.3872,5,0.4642,19.402,0.9002,0.7222,1
5.2226,35.7465,51.4868,92.4833,34.1752,44.257,3.2123,4.8764,0.6182,2.3819,5,0.8686,34.8048,0.663,1.4178,1
3.7414,28.8392,57.4039,82.0793,25.3568,37.7451,1.8537,3.317,0.6883,2.5693,5,0.6461,18.5904,0.5295,0.4985,0
23.1215,83.5844,177.6338,127.3859,38.2128,32.7403,3.482,2.991,0.7131,2.3419,5,0.3929,39.512,0.5657,0.5503,2
0.5524,9.8622,25.2934,37.4671,22.3804,37.3395,4.973,4.2539,0.3082,2.2697,5,0.6537,27.9066,0.8532,1.4165,0
4.6948,27.8625,76.5896,69.7801,22.9441,35.0901,3.2496,5.0852,0.5847,3.4566,5,0.6533,17.652,0.2901,0.5539,0
25.6784,69.9336,101.4571,199.0319,27.5831,35.8476,3.0057,4.8163,0.4298,3.0888,4,1.0,20.5947,0.4221,0.7826,1
1.3115,6.5994,12.7077,13.8587,19.8367,31.345,3.1254,4.4155,0.4826,3.1643,5,0.6124,17.6943,0.0559,0.1532,0
21.6089,59.7014,117.6973,90.2126,25.568,27.3873,3.9257,4.9421,0.6417,3.5291,5,0.7456,22.4108,0.952,2.8149,0
3.0156,9.787,9.7949,17.1479,23.4764,30.3194,3.1216,4.5575,0.5875,3.2674,5,0.7496,23.0578,0.5249,0.1265,0
0.651,6.5078,17.9825,17.4814,27.6032,19.5348,2.036,4.8993,0.6043,1.9989,5,0.7138,30.724,0.0049,0.7791,0
33.2288,78.3225,106.9984,109.6841,25.9098,39.7356,2.7954,5.2374,0.5831,2.9523,5,0.6143,16.1818,0.7435,0.3604,0
5.2348,18.3539,50.9899,55.8463,21.6987,23.1187,3.3418,3.8551,0.5757,1.5025,5,0.7339,17.2288,0.4926,0.7887,0
4.0447,29.7181,46.7198,75.3931,24.9763,31.2588,3.8821,3.4142,0.5984,2.1357,5,0.5754,23.0169,0.3627,0.5552,0
17.5833,39.6878,43.5595,82.3122,26.7571,38.1844,2.8756,5.0289,0.8032,3.1861,5,0.8323,18.6674,1.3957,0.4338,0
3.1828,15.5676,45.3404,96.3183,26.6448,39.7152,3.1334,3.7892,0.6842,2.2276,5,0.7034,15.0657,0.1006,0.354,1
0.7291,6.5558,13.2046,12.6588,17.2361,18.8028,3.4404,2.3536,0.4783,2.8679,4,0.5657,14.5675,0.0799,1.4123,0
30.2392,80.6857,209.2792,439.0585,33.9075,32.2652,2.7003,5.7274,0.5426,3.5822,5,0.8645,27.4154,0.0467,0.245,2
26.7159,72.2283,190.7644,127.9417,26.9413,36.678,3.3174,4.554,0.6891,2.5612,4,0.7673,25.8405,0.3168,1.9612,1
11.2647,55.065,65.0727,40.2668,20.8954,33.4161,3.8205,4.5094,0.565,2.4402,5,0.6344,28.7478,0.662,1.9796,0
2.3253,7.2601,14.3773,25.2408,20.3908,43.7526,2.3322,4.1151,0.6667,2.4313,5,0.9012,21.5949,0.3821,1.2172,1
2.505,22.7104,55.1082,84.1672,20.4757,26.4255,3.6758,5.1372,0.5971,2.3692,4,0.7333,21.7792,1.0159,2.6252,0
6.0188,37.1439,65.6041,94.9382,27.4054,16.6077,2.4187,3.0168,0.6274,2.3228,5,0.8517,20.1366,0.1246,0.5136,0
4.5498,14.0565,40.7785,45.5488,14.8184,39.4826,2.4367,4.3035,0.7658,2.5295,5,0.5741,8.7054,0.2676,1.1033,0
2.1646,10.4872,22.2201,47.376,20.5725,28.7033,2.8035,4.5823,0.6522,2.8123,5,0.67,11.3439,0.0988,2.7207,0
25.0934,67.4763,145.0434,318.8829,35.4719,18.9317,4.6289,4.851,0.8516,2.4417,4,0.8319,34.0706,0.1961,1.3285,0
9.6476,42.1823,58.4896,46.0736,23.9089,31.7319,1.8563,2.5915,0.514,2.4379,5,0.6666,4.6927,0.1882,2.8381,0
10.6638,23.8398,64.3222,93.2031,24.7889,42.8445,2.9824,4.8938,0.481,2.6454,4,0.6266,16.4103,0.2631,0.4746,0
12.5632,48.9317,117.6395,240.0443,34.9608,22.894,3.3762,3.8813,0.6517,1.9189,5,0.8985,29.6558,0.3644,0.4995,1
4.1552,44.2894,87.6488,71.882,23.9836,51.688,4.4505,3.6485,0.572,2.4802,5,0.9272,20.9629,0.9085,1.9981,1
6.8424,43.8585,86.6993,164.8406,34.4799,26.2969,5.1531,2.7385,0.6173,3.0024,5,0.7222,38.4787,0.4436,1.5757,1
14.9243,45.689,118.5274,242.7682,34.6196,33.6961,3.0202,6.5326,0.6467,1.899,5,0.4385,31.4839,0.2349,1.3276,0
16.5436,60.1301,174.3028,243.3131,33.199,23.2469,3.8854,4.1719,0.4322,2.9007,4,0.9046,33.9748,0.4811,0.4771,1
16.0919,97.5424,187.3109,280.326,31.5174,33.3329,3.3149,4.5457,0.3168,3.0247,5,0.3348,33.5399,0.5322,4.1073,2
1.9401,19.0439,33.385,27.2408,18.2796,31.93,3.3091,3.2482,0.6937,3.6859,5,0.733,21.2833,0.2632,0.8042,0
1.4523,12.6494,25.5758,37.7581,25.2764,21.084,3.6459,2.7706,0.4136,2.801,4,0.9677,16.3143,0.1216,0.8271,0
34.4506,120.2312,130.2552,179.4989,41.9165,55.6066,1.9731,5.1146,0.5337,2.1553,5,0.5809,21.5139,0.3883,1.0574,2
2.2724,22.7583,51.9514,72.3894,21.6231,29.0373,3.3569,2.95,0.5774,2.5687,5,0.8243,15.9937,0.1719,1.418,0
6.0738,17.4829,24.1216,50.5249,27.5693,29.0443,3.8057,5.6036,0.5892,2.2879,5,0.4665,19.7596,1.1226,2.6143,0
22.7481,103.0143,165.7462,240.761,35.2572,40.7523,2.6262,6.1005,0.7017,2.4877,5,0.6347,32.8709,0.3355,0.3431,1
9.73,48.3869,49.2731,66.5043,22.6252,47.514,3.8117,3.5245,0.6866,1.8169,5,0.8717,21.8954,0.6141,1.5076,1
4.2093,31.5669,91.9084,67.7597,19.1609,42.0115,1.8444,3.8388,0.631,2.5587,5,0.7036,15.4518,0.1249,0.4188,1
0.2887,4.8668,12.4404,14.854,21.596,23.3906,3.4842,1.7568,0.674,3.3644,5,0.257,14.0876,0.41,0.8547,0
3.4652,19.0986,52.8814,51.5031,18.794,34.7113,4.608,2.557,0.4663,3.3939,5,0.6266,12.077,0.3235,0.4663,0
24.3148,65.5043,189.9868,143.5495,30.3983,17.949,3.2033,4.9319,0.5025,3.0053,5,0.3958,31.8605,0.6796,0.0766,0
9.3476,50.1387,54.8516,94.3633,32.8789,40.2136,2.5196,5.5545,0.95,2.1284,4,0.6667,33.601,0.0656,0.4225,0
21.0592,56.3374,105.1162,131.0695,26.7681,19.9185,2.1174,3.5182,0.6198,2.9159,5,0.5812,19.9791,0.3424,0.0624,0
20.746,52.2876,74.934,117.5705,28.6388,26.5744,3.7515,3.6695,0.7144,2.4927,5,0.241,30.4272,0.1234,0.7055,0
6.3033,22.971,58.9099,60.763,18.7273,32.9744,4.2352,2.7188,0.4507,2.4242,5,0.5652,21.0988,0.4894,1.2788,1
6.6948,20.4086,45.1609,34.6521,23.928,36.5601,3.3495,3.1698,0.6955,3.3181,5,0.5056,36.0998,0.444,1.5568,1
10.7454,44.1697,107.681,122.8763,24.4681,30.9125,2.9827,5.6286,0.567,2.4147,5,0.733,18.3854,0.078,0.0424,0
1.0547,6.0934,9.9152,11.6991,15.3222,45.1527,1.6622,4.61,0.5308,2.3919,5,0.5624,11.2139,0.0205,0.1689,0
4.6513,35.0148,65.1666,119.0511,36.2678,38.7859,3.5116,2.5049,0.8286,2.8891,5,0.7485,26.2772,0.5663,3.2706,2
4.0778,21.8561,64.8771,74.2136,28.8758,38.1578,2.7797,4.8665,0.8004,1.7929,4,0.8105,24.4701,0.5518,1.5598,1
20.4414,90.0721,202.6136,322.2799,35.6996,23.1648,2.8314,6.6712,0.5964,2.4991,5,0.9675,31.7372,0.138,0.6177,2
2.8302,8.2856,12.7963,26.2988,9.7036,46.5949,4.8548,3.906,0.6321,3.3711,5,0.738,4.6383,0.3322,0.6195,0
13.1306,39.7759,116.2079,85.0167,17.4313,26.5755,1.7786,3.6337,0.5509,3.499,5,0.7905,17.7739,0.3652,1.0758,0
44.7583,120.7877,359.7206,347.5619,42.6636,46.9003,1.899,4.8816,0.4517,2.0774,5,0.6611,40.2619,0.8919,2.6974,3
6.386,23.7233,27.8631,56.6246,22.2627,49.1776,3.6082,5.3064,0.6123,2.0191,5,0.5412,24.5951,0.1138,2.1102,0
23.9424,62.8307,102.2749,143.0304,33.4189,37.1013,3.0532,5.1216,0.6323,2.2575,5,0.8018,27.0723,0.1321,0.125,1
3.7721,20.1568,23.5674,33.1877,26.7327,41.2561,2.9331,3.9829,0.7369,0.8,4,0.7249,20.2684,0.3692,0.4288,0
2.7405,13.7994,37.2536,35.1081,18.9256,8.3366,3.6454,3.8795,0.6778,3.6331,4,0.7069,31.8943,1.0552,0.0899,0
6.218,44.0573,89.3519,114.7309,31.4643,31.44,3.6303,2.5757,0.4721,3.0328,5,0.6896,16.8002,0.4221,1.2947,1
15.738,71.0386,152.7658,332.7865,39.0934,41.8173,2.5237,3.0702,0.3349,1.9435,5,0.6501,20.938,0.7487,1.9863,3
1.2375,5.0015,10.4019,18.0402,18.1844,40.3961,2.8675,4.6607,0.5596,1.7856,5,0.5911,20.1791,0.3211,0.3759,0
9.7678,101.2806,223.7948,227.8129,34.4314,23.2422,3.4446,3.7654,0.4341,2.6134,5,0.6932,25.91,0.5875,0.3934,2
13.6341,46.8776,117.5032,232.8922,34.0002,30.6502,3.5504,4.5464,0.5876,2.8239,5,0.5453,41.9698,0.4612,0.4836,0
21.5681,53.7068,70.2629,55.792,23.0025,12.7091,3.8349,4.0614,0.6594,3.843,4,0.927,22.9118,0.6515,0.1513,0
8.9442,45.3649,90.7015,160.3643,24.8274,36.3039,2.8752,4.3618,0.644,2.3135,5,0.7432,29.454,0.8774,0.4414,0
8.4852,28.9576,42.677,74.1023,18.2572,17.9334,3.7123,4.3194,0.5433,2.7427,5,0.1966,13.3804,0.2924,0.4206,0
1.9652,5.5438,9.2561,6.5958,20.8381,42.0438,4.2553,5.0461,0.655,2.3223,5,0.9242,24.8062,1.1009,0.5334,0
11.5729,84.762,181.8014,242.5399,37.6965,42.4618,3.4422,5.1487,0.7839,2.5023,5,0.9456,29.5967,0.5311,3.208,2
2.079,12.989,20.3243,38.3438,22.3306,29.2051,3.3075,4.2828,0.6546,3.7363,5,0.6667,22.3028,0.2456,0.7368,0
42.4704,129.4299,152.2645,328.1511,40.8795,37.1702,3.188,4.0957,0.6501,4.2517,5,0.6333,44.3225,0.6196,2.1854,2
28.1882,99.558,156.1484,145.1262,42.4909,31.2632,2.8444,4.2641,0.5325,3.0269,5,0.9189,29.5523,0.4362,0.6041,2
10.5373,26.2239,68.5882,144.1757,39.2893,34.9353,2.5558,3.516,0.6242,1.8139,4,0.9311,16.0974,0.0321,2.8591,1
4.3676,23.0163,36.9949,48.5263,25.1065,23.8219,3.1317,5.3863,0.8014,3.1669,5,0.4022,17.6964,0.1882,0.3856,0
